,name,sentiment_score,type,difference_from_avg
115,Kyobo,0.8495371073196921,ins,0.04885631176417271
116,MeijiYasuda,0.7888577008824902,ins,0.011823094673029222
117,NanShanLife,0.8805256740791996,ins,0.07984487852368016
118,NipponLife,0.7951833774946769,ins,0.005497418060842474
119,PingAn,0.8402043460020299,ins,0.03952355044651046
120,Prudential,0.8981490231465389,ins,0.09746822759101947
121,ShinKong,0.8595291238132287,ins,0.05884832825770925
122,SunLife,0.8766884544268364,ins,0.076007658871317
123,TaiwanLife,0.7823239552427882,ins,0.018356840312731215
124,TokioMarine,0.8710155399125971,ins,0.07033474435707765
