,name,bigram,count,type
1014,AIA,health,292.0,ins
1015,AIA,include,319.0,ins
1016,AIA,investment,332.0,ins
1017,AIA,people,519.0,ins
1018,AIA,report,520.0,ins
1019,AIA,risk,387.0,ins
1020,ShinKong,business,359.0,ins
1021,ShinKong,company,525.0,ins
1022,ShinKong,customer,562.0,ins
1023,ShinKong,employee,843.0,ins
1024,ShinKong,financial,386.0,ins
1025,ShinKong,insurance,332.0,ins
1026,ShinKong,management,765.0,ins
1027,ShinKong,provide,465.0,ins
1028,ShinKong,risk,584.0,ins
1029,ShinKong,service,532.0,ins
1030,JapanPost,business,79.0,ins
1031,JapanPost,customer,172.0,ins
1032,JapanPost,employee,173.0,ins
1033,JapanPost,financial,75.0,ins
1034,JapanPost,management,110.0,ins
1035,JapanPost,provide,72.0,ins
1036,JapanPost,service,106.0,ins
1037,JapanPost,support,75.0,ins
1038,JapanPost,use,73.0,ins
1039,JapanPost,work,140.0,ins
1040,Prudential,business,279.0,ins
1041,Prudential,climate,186.0,ins
1042,Prudential,customer,192.0,ins
1043,Prudential,financial,264.0,ins
1044,Prudential,group,270.0,ins
1045,Prudential,health,190.0,ins
1046,Prudential,investment,279.0,ins
1047,Prudential,report,194.0,ins
1048,Prudential,responsible,215.0,ins
1049,Prudential,risk,231.0,ins
1050,KBFG,bank,441.0,ins
1051,KBFG,business,468.0,ins
1052,KBFG,customer,696.0,ins
1053,KBFG,employee,659.0,ins
1054,KBFG,financial,938.0,ins
1055,KBFG,group,522.0,ins
1056,KBFG,issue,332.0,ins
1057,KBFG,management,622.0,ins
1058,KBFG,risk,500.0,ins
1059,KBFG,service,465.0,ins
1060,NipponLife,amount,587.0,ins
1061,NipponLife,business,683.0,ins
1062,NipponLife,company,1191.0,ins
1063,NipponLife,customer,841.0,ins
1064,NipponLife,insurance,1615.0,ins
1065,NipponLife,investment,625.0,ins
1066,NipponLife,life,1279.0,ins
1067,NipponLife,management,735.0,ins
1068,NipponLife,policy,949.0,ins
1069,NipponLife,year,943.0,ins
1070,DGB,asset,397.0,ins
1071,DGB,business,321.0,ins
1072,DGB,credit,325.0,ins
1073,DGB,fair,396.0,ins
1074,DGB,financial,1018.0,ins
1075,DGB,group,628.0,ins
1076,DGB,loss,556.0,ins
1077,DGB,management,479.0,ins
1078,DGB,risk,328.0,ins
1079,DGB,value,560.0,ins
1080,AsahiMutual,asset,181.0,ins
1081,AsahiMutual,company,116.0,ins
1082,AsahiMutual,fund,108.0,ins
1083,AsahiMutual,loan,128.0,ins
1084,AsahiMutual,loss,120.0,ins
1085,AsahiMutual,net,131.0,ins
1086,AsahiMutual,policy,118.0,ins
1087,AsahiMutual,security,147.0,ins
1088,AsahiMutual,value,136.0,ins
1089,AsahiMutual,year,148.0,ins
1090,AP2,climate,572.0,pf
1091,AP2,company,1078.0,pf
1092,AP2,equity,601.0,pf
1093,AP2,fund,1774.0,pf
1094,AP2,investment,648.0,pf
1095,AP2,portfolio,653.0,pf
1096,AP2,report,542.0,pf
1097,AP2,risk,933.0,pf
1098,AP2,sustainability,594.0,pf
1099,AP2,work,658.0,pf
1100,LPF,bureau,311.0,pf
1101,LPF,fund,838.0,pf
1102,LPF,investment,573.0,pf
1103,LPF,labor,551.0,pf
1104,LPF,management,224.0,pf
1105,LPF,mandate,193.0,pf
1106,LPF,meeting,171.0,pf
1107,LPF,pension,284.0,pf
1108,LPF,return,229.0,pf
1109,LPF,risk,227.0,pf
1110,AP3,asset,499.0,pf
1111,AP3,equity,501.0,pf
1112,AP3,fund,1300.0,pf
1113,AP3,investment,974.0,pf
1114,AP3,management,577.0,pf
1115,AP3,market,531.0,pf
1116,AP3,pension,629.0,pf
1117,AP3,portfolio,553.0,pf
1118,AP3,return,574.0,pf
1119,AP3,risk,1135.0,pf
1120,CPP,change,531.0,pf
1121,CPP,climate,625.0,pf
1122,CPP,company,867.0,pf
1123,CPP,invest,374.0,pf
1124,CPP,investment,936.0,pf
1125,CPP,long,345.0,pf
1126,CPP,management,333.0,pf
1127,CPP,risk,650.0,pf
1128,CPP,sustainable,484.0,pf
1129,CPP,term,342.0,pf
1130,NPF,company,406.0,pf
1131,NPF,domestic,460.0,pf
1132,NPF,equity,487.0,pf
1133,NPF,fund,536.0,pf
1134,NPF,investment,1637.0,pf
1135,NPF,management,704.0,pf
1136,NPF,pension,436.0,pf
1137,NPF,responsible,495.0,pf
1138,NPF,return,374.0,pf
1139,NPF,shareholder,400.0,pf
1140,AP1,asset,495.0,pf
1141,AP1,company,443.0,pf
1142,AP1,fund,1125.0,pf
1143,AP1,investment,576.0,pf
1144,AP1,market,470.0,pf
1145,AP1,net,356.0,pf
1146,AP1,pension,344.0,pf
1147,AP1,risk,731.0,pf
1148,AP1,value,497.0,pf
1149,AP1,year,365.0,pf
1150,GPIF,bond,167.0,pf
1151,GPIF,company,393.0,pf
1152,GPIF,equity,152.0,pf
1153,GPIF,esg,181.0,pf
1154,GPIF,gpif,197.0,pf
1155,GPIF,index,233.0,pf
1156,GPIF,investment,280.0,pf
1157,GPIF,portfolio,168.0,pf
1158,GPIF,rating,196.0,pf
1159,GPIF,risk,215.0,pf
1160,FF,equity,1228.0,pf
1161,FF,financial,2657.0,pf
1162,FF,fund,3478.0,pf
1163,FF,investment,4943.0,pf
1164,FF,management,1189.0,pf
1165,FF,market,1465.0,pf
1166,FF,risk,2334.0,pf
1167,FF,statement,1273.0,pf
1168,FF,value,1565.0,pf
1169,FF,year,1217.0,pf
1170,AP4,asset,577.0,pf
1171,AP4,company,879.0,pf
1172,AP4,fund,873.0,pf
1173,AP4,investment,694.0,pf
1174,AP4,management,733.0,pf
1175,AP4,pension,546.0,pf
1176,AP4,return,596.0,pf
1177,AP4,risk,1175.0,pf
1178,AP4,work,624.0,pf
1179,AP4,year,634.0,pf
1180,GPF,climate,394.0,pf
1181,GPF,company,2131.0,pf
1182,GPF,governance,370.0,pf
1183,GPF,investment,403.0,pf
1184,GPF,management,502.0,pf
1185,GPF,portfolio,410.0,pf
1186,GPF,report,388.0,pf
1187,GPF,right,548.0,pf
1188,GPF,risk,868.0,pf
1189,GPF,shareholder,481.0,pf
1190,NZSF,carbon,112.0,pf
1191,NZSF,change,199.0,pf
1192,NZSF,climate,235.0,pf
1193,NZSF,emission,93.0,pf
1194,NZSF,fund,132.0,pf
1195,NZSF,investment,159.0,pf
1196,NZSF,portfolio,82.0,pf
1197,NZSF,risk,160.0,pf
1198,NZSF,strategy,109.0,pf
1199,NZSF,target,99.0,pf
1200,FDC,bond,98.0,pf
1201,FDC,carbon,111.0,pf
1202,FDC,company,146.0,pf
1203,FDC,emission,107.0,pf
1204,FDC,fdc,88.0,pf
1205,FDC,global,95.0,pf
1206,FDC,investment,115.0,pf
1207,FDC,portfolio,179.0,pf
1208,FDC,risk,122.0,pf
1209,FDC,sustainable,78.0,pf
1210,ISIF,climate,50.0,pf
1211,ISIF,investment,147.0,pf
1212,ISIF,long,37.0,pf
1213,ISIF,portfolio,41.0,pf
1214,ISIF,principle,50.0,pf
1215,ISIF,responsible,38.0,pf
1216,ISIF,risk,41.0,pf
1217,ISIF,strategy,33.0,pf
1218,ISIF,sustainability,28.0,pf
1219,ISIF,term,41.0,pf
1220,AP7,climate,375.0,pf
1221,AP7,company,632.0,pf
1222,AP7,corporate,192.0,pf
1223,AP7,fund,196.0,pf
1224,AP7,investment,188.0,pf
1225,AP7,investor,210.0,pf
1226,AP7,issue,168.0,pf
1227,AP7,report,223.0,pf
1228,AP7,risk,187.0,pf
1229,AP7,work,209.0,pf
1230,GEPF,asset,500.0,pf
1231,GEPF,benefit,627.0,pf
1232,GEPF,financial,853.0,pf
1233,GEPF,fund,1363.0,pf
1234,GEPF,gepf,969.0,pf
1235,GEPF,investment,1134.0,pf
1236,GEPF,member,741.0,pf
1237,GEPF,statement,568.0,pf
1238,GEPF,value,572.0,pf
1239,GEPF,year,675.0,pf
1240,KWSP_EPF,also,113.0,pf
1241,KWSP_EPF,employee,168.0,pf
1242,KWSP_EPF,ensure,106.0,pf
1243,KWSP_EPF,epf,166.0,pf
1244,KWSP_EPF,financial,110.0,pf
1245,KWSP_EPF,investment,260.0,pf
1246,KWSP_EPF,management,252.0,pf
1247,KWSP_EPF,member,268.0,pf
1248,KWSP_EPF,risk,361.0,pf
1249,KWSP_EPF,year,113.0,pf
