,name,sentiment_score,type,difference_from_avg
98,GPF,0.435102912264803,pf,0.01587738243816067
99,GPIF,0.5445924234262788,pf,0.12536689359963643
100,ISIF,0.5688299312645814,pf,0.14960440143793902
101,KWSP_EPF,0.11925913786440925,pf,-0.29996639196223307
102,LPF,0.08599382598292996,pf,-0.33323170384371237
103,NPF,0.2162258548671597,pf,-0.20299967495948265
104,NZSF,1.255691657521498,pf,0.8364661276948557
105,AIA,0.4175987867313074,ins,0.16219845026415602
106,AXA,0.20147698477448125,ins,-0.053923351692670124
107,AsahiMutual,0.0926179612084094,ins,-0.16278237525874198
108,Cathay,0.4218860772139663,ins,0.16648574074681494
109,DGB,0.17317877216089178,ins,-0.0822215643062596
110,DaiichiLife,0.29330925922453926,ins,0.037908922757387886
111,FWD,0.2005485918335334,ins,-0.05485174463361797
112,Fukoku,0.10522046720280592,ins,-0.15017986926434546
113,JapanPost,0.23991770746973604,ins,-0.015482628997415343
114,KBFG,0.3960465892998656,ins,0.1406462528327142
115,Kyobo,0.23549053972390974,ins,-0.019909796743241642
116,MeijiYasuda,0.11760468706513964,ins,-0.13779564940201172
117,NanShanLife,0.2461324146981111,ins,-0.009267921769040288
118,NipponLife,0.09817071063479688,ins,-0.1572296258323545
119,PingAn,0.2364218084343592,ins,-0.01897852803279218
120,Prudential,0.4375124629450185,ins,0.18211212647786712
121,ShinKong,0.2550253669490861,ins,-0.00037496951806526013
122,SunLife,0.31854756947209373,ins,0.06314723300494235
123,TaiwanLife,0.22540827518199924,ins,-0.02999206128515214
124,TokioMarine,0.39589169711897737,ins,0.140491360651826
